algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,eps_n_honest,eps_n_attacker,nsr_honest,nsr_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_n_honest,sigma_n_attacker,sigma_dp_honest,sigma_dp_attacker,krum_score_honest,krum_score_attacker,noise_norm_honest,noise_norm_attacker,trust_honest,trust_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,108,6.729805354341807,0.7960761786699295,1.1588700175881386,0.0,8.224474404169166,0.0,1000.0,0.0,0.0,4.442554624938025,0.0,4453.092359040231,0.0,152.12723773458728,0.0,0.9531997896317602,0.0,0.9531997896317602,0.0,633.9500254755435,0.0,152.12723773458728,0.0,0.596566035695698,0.0,4.442554624938025,0.9484109255594778,0.596566035695698,0.9531997896317602,6.997852935791015,204.84224851585063
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,109,6.729805354341807,0.7908253800868988,1.2077023647427558,0.0,8.011029212098373,0.0,1000.0,0.0,0.0,4.516525301774656,0.0,4625.260165115322,0.0,145.86803877981086,0.0,0.9138354261281417,0.0,0.9138354261281417,0.0,1052.3058551989104,0.0,145.86803877981086,0.0,0.6410014927387238,0.0,4.516525301774656,0.9539142014657414,0.6410014927387238,0.9138354261281417,11.085970947265626,351.51977254876454
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,110,6.729805354341807,0.7901513808369637,1.2322144623994826,0.0,8.506868928670883,0.0,1000.0,0.0,0.0,4.582103817610512,0.0,4301.724921280214,0.0,147.30042433738708,0.0,0.924148887903106,0.0,0.924148887903106,0.0,1211.6822757720947,0.0,147.30042433738708,0.0,0.611851654946804,0.0,4.582103817610512,0.9554143705451936,0.611851654946804,0.924148887903106,9.427227157592773,275.3103949619337
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,111,6.729805354341807,0.7899507814645768,1.2379426113963128,0.0,8.090524225234985,0.0,1000.0,0.0,0.0,4.629662589127731,0.0,4094.3145877334373,0.0,147.23569458007813,0.0,0.9235004743806553,0.0,0.9235004743806553,0.0,660.2644787597657,0.0,147.23569458007813,0.0,0.5988842916488647,0.0,4.629662589127731,0.9560936292161999,0.5988842916488647,0.9235004743806553,7.361784729003906,204.71572938667182
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,112,7.217561889704576,0.7890107787847519,1.2582973964214326,0.0,8.254125197728476,0.0,1000.0,0.0,0.0,4.660792000873746,0.0,3577.3052560722085,0.0,143.04673185802642,0.0,0.8952744136451449,0.0,0.8952744136451449,0.0,639.0148700532459,0.0,143.04673185802642,0.0,0.6280572251194999,0.0,4.660792000873746,0.9819287174995986,0.6280572251194999,0.8952744136451449,6.00796273803711,150.24682075503276
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,113,7.217561889704576,0.787494380056858,1.2979346138834953,0.0,8.65687708421187,0.0,1000.0,0.0,0.0,4.723739301091202,0.0,4204.133110735304,0.0,142.53990242697975,0.0,0.8930665663611455,0.0,0.8930665663611455,0.0,970.369062943892,0.0,142.53990242697975,0.0,0.6176863394000314,0.0,4.723739301091202,0.9876544007649233,0.6176863394000314,0.8930665663611455,9.407633560180663,277.47278530853015
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,114,7.217561889704576,0.7866375802755355,1.2985069633126258,0.0,7.673658621722255,0.0,1000.0,0.0,0.0,4.7808189608969025,0.0,4134.344030874169,0.0,143.68339801656788,0.0,0.8989687811441139,0.0,0.8989687811441139,0.0,796.4845938846983,0.0,143.68339801656788,0.0,0.5945664269143137,0.0,4.7808189608969025,0.9913927022537663,0.5945664269143137,0.8989687811441139,8.333637084960937,239.7919537907018
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,115,7.5251497746339595,0.785127380669117,1.3264682351350785,0.0,8.51077516589846,0.0,1000.0,0.0,0.0,4.840974218695582,0.0,4132.010828516558,0.0,136.00150108337402,0.0,0.853389524107708,0.0,0.853389524107708,0.0,879.1472996303013,0.0,136.00150108337402,0.0,0.6524156278797558,0.0,4.840974218695582,1.0068154511128302,0.6524156278797558,0.853389524107708,7.616084060668945,231.39260639692728
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,116,7.5251497746339595,0.783630179643631,1.36717747092247,0.0,8.483419194365993,0.0,1000.0,0.0,0.0,4.896788452144124,0.0,3480.1775236618414,0.0,139.5729575879646,0.0,0.8738061526978689,0.0,0.8738061526978689,0.0,1125.562559185606,0.0,139.5729575879646,0.0,0.6063083383170041,0.0,4.896788452144124,1.02054442329644,0.6063083383170041,0.8738061526978689,9.211815200805663,229.69171656168155
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,117,7.741498026614064,0.7842857809066772,1.3752541409134864,0.0,8.472086027264595,0.0,1000.0,0.0,0.0,4.950372963710658,0.0,3834.7152170228796,0.0,136.0746046702067,0.0,0.8524376392026912,0.0,0.8524376392026912,0.0,686.5888239542643,0.0,136.0746046702067,0.0,0.626726100842158,0.0,4.950372963710658,1.0271471570809716,0.626726100842158,0.8524376392026912,6.531581024169922,184.06633041709821
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,118,7.741498026614064,0.781611779332161,1.4222568513154983,0.0,9.232463198323403,0.0,1000.0,0.0,0.0,5.003378414231734,0.0,3106.4705934526855,0.0,135.22327447706652,0.0,0.8486899526810261,0.0,0.8486899526810261,0.0,1321.2281769783267,0.0,135.22327447706652,0.0,0.6190226558716067,0.0,5.003378414231734,1.0446446679815582,0.6190226558716067,0.8486899526810261,8.383843017578124,192.6011767940665
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,119,7.741498026614064,0.782991780102253,1.4104526329636573,0.0,7.975745270649592,0.0,1000.0,0.0,0.0,5.054899671428757,0.0,4620.066320699847,0.0,131.85156885782877,0.0,0.8281146539235437,0.0,0.8281146539235437,0.0,818.0622825622559,0.0,131.85156885782877,0.0,0.6389599417646726,0.0,5.054899671428757,1.0598340070238728,0.6389599417646726,0.8281146539235437,6.328875305175782,221.76318339359267
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,120,7.848980857589103,0.7815587800741196,1.4452395722270013,0.0,8.344423614442348,0.0,1000.0,0.0,0.0,5.115426179000116,0.0,3586.358501315072,0.0,134.95496773719788,0.0,0.8469472462956318,0.0,0.8469472462956318,0.0,991.9781799316406,0.0,134.95496773719788,0.0,0.5940180574543774,0.0,5.115426179000116,1.0811050658809167,0.5940180574543774,0.8469472462956318,8.637117935180664,229.5269440841646
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,121,7.8656149719289505,0.7797913800477981,1.4770556629300118,0.0,8.853884483205862,0.0,1000.0,0.0,0.0,5.163780994357234,0.0,3042.9975244212187,0.0,133.0172153341359,0.0,0.8334540107003549,0.0,0.8334540107003549,0.0,1080.7661574791218,0.0,133.0172153341359,0.0,0.6025123832554653,0.0,5.163780994357234,1.0970422274946239,0.6025123832554653,0.8334540107003549,7.714998489379883,176.4938564164307
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,122,7.8656149719289505,0.7818701802492142,1.4701133480072022,0.0,8.982186355088887,0.0,1000.0,0.0,0.0,5.2036686425276635,0.0,3708.089118490472,0.0,130.59651906866776,0.0,0.8193596575458802,0.0,0.8193596575458802,0.0,643.9445977461966,0.0,130.59651906866776,0.0,0.6123375092682085,0.0,5.2036686425276635,1.1073143219420194,0.6123375092682085,0.8193596575458802,4.962667724609375,140.90738650263793
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,123,7.8656149719289505,0.7835151801109314,1.4626547110080719,0.0,7.497356863582835,0.0,1000.0,0.0,0.0,5.228252957679444,0.0,3069.9774112514833,0.0,140.56840694651885,0.0,0.8821314182124531,0.0,0.8821314182124531,0.0,392.6065503288718,0.0,140.56840694651885,0.0,0.49101296856122856,0.0,5.228252957679444,1.1160862862980474,0.49101296856122856,0.8821314182124531,4.77932583618164,104.37923198255044
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,124,8.20932014619329,0.7826469786167145,1.473614489555359,0.0,7.188019130540931,0.0,1000.0,0.0,0.0,5.284201879165921,0.0,4767.061960542018,0.0,130.60628575864047,0.0,0.8181909724567491,0.0,0.8181909724567491,0.0,558.4015954059104,0.0,130.60628575864047,0.0,0.586324129415595,0.0,5.284201879165921,1.1144198021690959,0.586324129415595,0.8181909724567491,6.007889144897461,219.28485018493282
